new_filename,new_path,language_code,target_country_slug,target_country_name,target_service_slug,target_page_url,alt_localized,title_localized,caption_localized
sos-expat-editorial-visual-global-arabic-square-001.webp,images/ar/global/sos-expat-editorial-visual-global-arabic-square-001.webp,ar,,,,,"Visuel éditorial SOS Expat en arabic, format square, pour contenu média et presse.",SOS Expat press visual arabic global square,"Visuel SOS Expat utilisable pour article, média ou presse en arabic."
sos-expat-editorial-visual-global-arabic-landscape-002.webp,images/ar/global/sos-expat-editorial-visual-global-arabic-landscape-002.webp,ar,,,,,"Visuel éditorial SOS Expat en arabic, format landscape, pour contenu média et presse.",SOS Expat press visual arabic global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en arabic."
sos-expat-editorial-visual-global-arabic-landscape-003.webp,images/ar/global/sos-expat-editorial-visual-global-arabic-landscape-003.webp,ar,,,,,"Visuel éditorial SOS Expat en arabic, format landscape, pour contenu média et presse.",SOS Expat press visual arabic global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en arabic."
sos-expat-editorial-visual-global-arabic-landscape-004.webp,images/ar/global/sos-expat-editorial-visual-global-arabic-landscape-004.webp,ar,,,,,"Visuel éditorial SOS Expat en arabic, format landscape, pour contenu média et presse.",SOS Expat press visual arabic global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en arabic."
sos-expat-editorial-visual-global-arabic-landscape-005.webp,images/ar/global/sos-expat-editorial-visual-global-arabic-landscape-005.webp,ar,,,,,"Visuel éditorial SOS Expat en arabic, format landscape, pour contenu média et presse.",SOS Expat press visual arabic global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en arabic."
sos-expat-editorial-visual-global-arabic-landscape-006.webp,images/ar/global/sos-expat-editorial-visual-global-arabic-landscape-006.webp,ar,,,,,"Visuel éditorial SOS Expat en arabic, format landscape, pour contenu média et presse.",SOS Expat press visual arabic global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en arabic."
sos-expat-editorial-visual-global-arabic-landscape-007.webp,images/ar/global/sos-expat-editorial-visual-global-arabic-landscape-007.webp,ar,,,,,"Visuel éditorial SOS Expat en arabic, format landscape, pour contenu média et presse.",SOS Expat press visual arabic global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en arabic."
sos-expat-editorial-visual-global-arabic-landscape-008.webp,images/ar/global/sos-expat-editorial-visual-global-arabic-landscape-008.webp,ar,,,,,"Visuel éditorial SOS Expat en arabic, format landscape, pour contenu média et presse.",SOS Expat press visual arabic global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en arabic."
sos-expat-editorial-visual-global-arabic-landscape-009.webp,images/ar/global/sos-expat-editorial-visual-global-arabic-landscape-009.webp,ar,,,,,"Visuel éditorial SOS Expat en arabic, format landscape, pour contenu média et presse.",SOS Expat press visual arabic global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en arabic."
sos-expat-editorial-visual-global-arabic-landscape-010.webp,images/ar/global/sos-expat-editorial-visual-global-arabic-landscape-010.webp,ar,,,,,"Visuel éditorial SOS Expat en arabic, format landscape, pour contenu média et presse.",SOS Expat press visual arabic global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en arabic."
sos-expat-editorial-visual-global-arabic-square-011.webp,images/ar/global/sos-expat-editorial-visual-global-arabic-square-011.webp,ar,,,,,"Visuel éditorial SOS Expat en arabic, format square, pour contenu média et presse.",SOS Expat press visual arabic global square,"Visuel SOS Expat utilisable pour article, média ou presse en arabic."
sos-expat-editorial-visual-global-arabic-square-012.webp,images/ar/global/sos-expat-editorial-visual-global-arabic-square-012.webp,ar,,,,,"Visuel éditorial SOS Expat en arabic, format square, pour contenu média et presse.",SOS Expat press visual arabic global square,"Visuel SOS Expat utilisable pour article, média ou presse en arabic."
sos-expat-editorial-visual-global-arabic-landscape-013.webp,images/ar/global/sos-expat-editorial-visual-global-arabic-landscape-013.webp,ar,,,,,"Visuel éditorial SOS Expat en arabic, format landscape, pour contenu média et presse.",SOS Expat press visual arabic global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en arabic."
sos-expat-editorial-visual-global-arabic-landscape-014.webp,images/ar/global/sos-expat-editorial-visual-global-arabic-landscape-014.webp,ar,,,,,"Visuel éditorial SOS Expat en arabic, format landscape, pour contenu média et presse.",SOS Expat press visual arabic global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en arabic."
sos-expat-editorial-visual-global-arabic-landscape-015.webp,images/ar/global/sos-expat-editorial-visual-global-arabic-landscape-015.webp,ar,,,,,"Visuel éditorial SOS Expat en arabic, format landscape, pour contenu média et presse.",SOS Expat press visual arabic global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en arabic."
sos-expat-editorial-visual-global-arabic-square-016.webp,images/ar/global/sos-expat-editorial-visual-global-arabic-square-016.webp,ar,,,,,"Visuel éditorial SOS Expat en arabic, format square, pour contenu média et presse.",SOS Expat press visual arabic global square,"Visuel SOS Expat utilisable pour article, média ou presse en arabic."
sos-expat-editorial-visual-global-arabic-square-017.webp,images/ar/global/sos-expat-editorial-visual-global-arabic-square-017.webp,ar,,,,,"Visuel éditorial SOS Expat en arabic, format square, pour contenu média et presse.",SOS Expat press visual arabic global square,"Visuel SOS Expat utilisable pour article, média ou presse en arabic."
sos-expat-editorial-visual-global-arabic-square-018.webp,images/ar/global/sos-expat-editorial-visual-global-arabic-square-018.webp,ar,,,,,"Visuel éditorial SOS Expat en arabic, format square, pour contenu média et presse.",SOS Expat press visual arabic global square,"Visuel SOS Expat utilisable pour article, média ou presse en arabic."
sos-expat-logo-global-arabic-square-019.webp,images/ar/global/sos-expat-logo-global-arabic-square-019.webp,ar,,,,,Logo SOS Expat version arabic global.,SOS Expat logo arabic global,Logo SOS Expat pour version arabic.
sos-expat-editorial-visual-china-chinese-square-001.webp,images/zh/china/sos-expat-editorial-visual-china-chinese-square-001.webp,zh,,,,,"Visuel éditorial SOS Expat en chinese, format square, pour contenu média et presse.",SOS Expat press visual chinese china square,"Visuel SOS Expat utilisable pour article, média ou presse en chinese."
sos-expat-editorial-visual-china-chinese-landscape-002.webp,images/zh/china/sos-expat-editorial-visual-china-chinese-landscape-002.webp,zh,,,,,"Visuel éditorial SOS Expat en chinese, format landscape, pour contenu média et presse.",SOS Expat press visual chinese china landscape,"Visuel SOS Expat utilisable pour article, média ou presse en chinese."
sos-expat-editorial-visual-china-chinese-landscape-003.webp,images/zh/china/sos-expat-editorial-visual-china-chinese-landscape-003.webp,zh,,,,,"Visuel éditorial SOS Expat en chinese, format landscape, pour contenu média et presse.",SOS Expat press visual chinese china landscape,"Visuel SOS Expat utilisable pour article, média ou presse en chinese."
sos-expat-editorial-visual-china-chinese-landscape-004.webp,images/zh/china/sos-expat-editorial-visual-china-chinese-landscape-004.webp,zh,,,,,"Visuel éditorial SOS Expat en chinese, format landscape, pour contenu média et presse.",SOS Expat press visual chinese china landscape,"Visuel SOS Expat utilisable pour article, média ou presse en chinese."
sos-expat-editorial-visual-china-chinese-landscape-005.webp,images/zh/china/sos-expat-editorial-visual-china-chinese-landscape-005.webp,zh,,,,,"Visuel éditorial SOS Expat en chinese, format landscape, pour contenu média et presse.",SOS Expat press visual chinese china landscape,"Visuel SOS Expat utilisable pour article, média ou presse en chinese."
sos-expat-editorial-visual-china-chinese-landscape-006.webp,images/zh/china/sos-expat-editorial-visual-china-chinese-landscape-006.webp,zh,,,,,"Visuel éditorial SOS Expat en chinese, format landscape, pour contenu média et presse.",SOS Expat press visual chinese china landscape,"Visuel SOS Expat utilisable pour article, média ou presse en chinese."
sos-expat-editorial-visual-china-chinese-landscape-007.webp,images/zh/china/sos-expat-editorial-visual-china-chinese-landscape-007.webp,zh,,,,,"Visuel éditorial SOS Expat en chinese, format landscape, pour contenu média et presse.",SOS Expat press visual chinese china landscape,"Visuel SOS Expat utilisable pour article, média ou presse en chinese."
sos-expat-editorial-visual-china-chinese-landscape-008.webp,images/zh/china/sos-expat-editorial-visual-china-chinese-landscape-008.webp,zh,,,,,"Visuel éditorial SOS Expat en chinese, format landscape, pour contenu média et presse.",SOS Expat press visual chinese china landscape,"Visuel SOS Expat utilisable pour article, média ou presse en chinese."
sos-expat-editorial-visual-china-chinese-landscape-009.webp,images/zh/china/sos-expat-editorial-visual-china-chinese-landscape-009.webp,zh,,,,,"Visuel éditorial SOS Expat en chinese, format landscape, pour contenu média et presse.",SOS Expat press visual chinese china landscape,"Visuel SOS Expat utilisable pour article, média ou presse en chinese."
sos-expat-editorial-visual-china-chinese-landscape-010.webp,images/zh/china/sos-expat-editorial-visual-china-chinese-landscape-010.webp,zh,,,,,"Visuel éditorial SOS Expat en chinese, format landscape, pour contenu média et presse.",SOS Expat press visual chinese china landscape,"Visuel SOS Expat utilisable pour article, média ou presse en chinese."
sos-expat-editorial-visual-china-chinese-square-011.webp,images/zh/china/sos-expat-editorial-visual-china-chinese-square-011.webp,zh,,,,,"Visuel éditorial SOS Expat en chinese, format square, pour contenu média et presse.",SOS Expat press visual chinese china square,"Visuel SOS Expat utilisable pour article, média ou presse en chinese."
sos-expat-editorial-visual-china-chinese-square-012.webp,images/zh/china/sos-expat-editorial-visual-china-chinese-square-012.webp,zh,,,,,"Visuel éditorial SOS Expat en chinese, format square, pour contenu média et presse.",SOS Expat press visual chinese china square,"Visuel SOS Expat utilisable pour article, média ou presse en chinese."
sos-expat-editorial-visual-china-chinese-landscape-013.webp,images/zh/china/sos-expat-editorial-visual-china-chinese-landscape-013.webp,zh,,,,,"Visuel éditorial SOS Expat en chinese, format landscape, pour contenu média et presse.",SOS Expat press visual chinese china landscape,"Visuel SOS Expat utilisable pour article, média ou presse en chinese."
sos-expat-editorial-visual-china-chinese-landscape-014.webp,images/zh/china/sos-expat-editorial-visual-china-chinese-landscape-014.webp,zh,,,,,"Visuel éditorial SOS Expat en chinese, format landscape, pour contenu média et presse.",SOS Expat press visual chinese china landscape,"Visuel SOS Expat utilisable pour article, média ou presse en chinese."
sos-expat-editorial-visual-china-chinese-landscape-015.webp,images/zh/china/sos-expat-editorial-visual-china-chinese-landscape-015.webp,zh,,,,,"Visuel éditorial SOS Expat en chinese, format landscape, pour contenu média et presse.",SOS Expat press visual chinese china landscape,"Visuel SOS Expat utilisable pour article, média ou presse en chinese."
sos-expat-editorial-visual-china-chinese-square-016.webp,images/zh/china/sos-expat-editorial-visual-china-chinese-square-016.webp,zh,,,,,"Visuel éditorial SOS Expat en chinese, format square, pour contenu média et presse.",SOS Expat press visual chinese china square,"Visuel SOS Expat utilisable pour article, média ou presse en chinese."
sos-expat-editorial-visual-china-chinese-square-017.webp,images/zh/china/sos-expat-editorial-visual-china-chinese-square-017.webp,zh,,,,,"Visuel éditorial SOS Expat en chinese, format square, pour contenu média et presse.",SOS Expat press visual chinese china square,"Visuel SOS Expat utilisable pour article, média ou presse en chinese."
sos-expat-editorial-visual-china-chinese-square-018.webp,images/zh/china/sos-expat-editorial-visual-china-chinese-square-018.webp,zh,,,,,"Visuel éditorial SOS Expat en chinese, format square, pour contenu média et presse.",SOS Expat press visual chinese china square,"Visuel SOS Expat utilisable pour article, média ou presse en chinese."
sos-expat-logo-china-chinese-square-019.webp,images/zh/china/sos-expat-logo-china-chinese-square-019.webp,zh,,,,,Logo SOS Expat version chinese china.,SOS Expat logo chinese china,Logo SOS Expat pour version chinese.
sos-expat-editorial-visual-germany-german-square-001.webp,images/de/germany/sos-expat-editorial-visual-germany-german-square-001.webp,de,,,,,"Visuel éditorial SOS Expat en german, format square, pour contenu média et presse.",SOS Expat press visual german germany square,"Visuel SOS Expat utilisable pour article, média ou presse en german."
sos-expat-editorial-visual-germany-german-landscape-002.webp,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-002.webp,de,,,,,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german."
sos-expat-editorial-visual-germany-german-landscape-003.webp,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-003.webp,de,,,,,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german."
sos-expat-editorial-visual-germany-german-landscape-004.webp,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-004.webp,de,,,,,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german."
sos-expat-editorial-visual-germany-german-landscape-005.webp,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-005.webp,de,,,,,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german."
sos-expat-editorial-visual-germany-german-landscape-006.webp,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-006.webp,de,,,,,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german."
sos-expat-editorial-visual-germany-german-landscape-007.webp,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-007.webp,de,,,,,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german."
sos-expat-editorial-visual-germany-german-landscape-008.webp,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-008.webp,de,,,,,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german."
sos-expat-editorial-visual-germany-german-landscape-009.webp,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-009.webp,de,,,,,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german."
sos-expat-editorial-visual-germany-german-landscape-010.webp,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-010.webp,de,,,,,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german."
sos-expat-editorial-visual-germany-german-landscape-011.webp,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-011.webp,de,,,,,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german."
sos-expat-editorial-visual-germany-german-square-012.webp,images/de/germany/sos-expat-editorial-visual-germany-german-square-012.webp,de,,,,,"Visuel éditorial SOS Expat en german, format square, pour contenu média et presse.",SOS Expat press visual german germany square,"Visuel SOS Expat utilisable pour article, média ou presse en german."
sos-expat-editorial-visual-germany-german-square-013.webp,images/de/germany/sos-expat-editorial-visual-germany-german-square-013.webp,de,,,,,"Visuel éditorial SOS Expat en german, format square, pour contenu média et presse.",SOS Expat press visual german germany square,"Visuel SOS Expat utilisable pour article, média ou presse en german."
sos-expat-editorial-visual-germany-german-square-014.webp,images/de/germany/sos-expat-editorial-visual-germany-german-square-014.webp,de,,,,,"Visuel éditorial SOS Expat en german, format square, pour contenu média et presse.",SOS Expat press visual german germany square,"Visuel SOS Expat utilisable pour article, média ou presse en german."
sos-expat-editorial-visual-germany-german-landscape-015.webp,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-015.webp,de,,,,,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german."
sos-expat-editorial-visual-germany-german-landscape-016.webp,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-016.webp,de,,,,,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german."
sos-expat-editorial-visual-germany-german-square-017.webp,images/de/germany/sos-expat-editorial-visual-germany-german-square-017.webp,de,,,,,"Visuel éditorial SOS Expat en german, format square, pour contenu média et presse.",SOS Expat press visual german germany square,"Visuel SOS Expat utilisable pour article, média ou presse en german."
sos-expat-editorial-visual-germany-german-landscape-018.webp,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-018.webp,de,,,,,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german."
sos-expat-editorial-visual-germany-german-square-019.webp,images/de/germany/sos-expat-editorial-visual-germany-german-square-019.webp,de,,,,,"Visuel éditorial SOS Expat en german, format square, pour contenu média et presse.",SOS Expat press visual german germany square,"Visuel SOS Expat utilisable pour article, média ou presse en german."
sos-expat-editorial-visual-germany-german-square-020.webp,images/de/germany/sos-expat-editorial-visual-germany-german-square-020.webp,de,,,,,"Visuel éditorial SOS Expat en german, format square, pour contenu média et presse.",SOS Expat press visual german germany square,"Visuel SOS Expat utilisable pour article, média ou presse en german."
sos-expat-editorial-visual-germany-german-square-021.webp,images/de/germany/sos-expat-editorial-visual-germany-german-square-021.webp,de,,,,,"Visuel éditorial SOS Expat en german, format square, pour contenu média et presse.",SOS Expat press visual german germany square,"Visuel SOS Expat utilisable pour article, média ou presse en german."
sos-expat-editorial-visual-germany-german-portrait-022.webp,images/de/germany/sos-expat-editorial-visual-germany-german-portrait-022.webp,de,,,,,"Visuel éditorial SOS Expat en german, format portrait, pour contenu média et presse.",SOS Expat press visual german germany portrait,"Visuel SOS Expat utilisable pour article, média ou presse en german."
sos-expat-logo-germany-german-square-023.webp,images/de/germany/sos-expat-logo-germany-german-square-023.webp,de,,,,,Logo SOS Expat version german germany.,SOS Expat logo german germany,Logo SOS Expat pour version german.
sos-expat-editorial-visual-global-english-square-001.webp,images/en/global/sos-expat-editorial-visual-global-english-square-001.webp,en,,,,,"Visuel éditorial SOS Expat en english, format square, pour contenu média et presse.",SOS Expat press visual english global square,"Visuel SOS Expat utilisable pour article, média ou presse en english."
sos-expat-editorial-visual-global-english-landscape-002.webp,images/en/global/sos-expat-editorial-visual-global-english-landscape-002.webp,en,,,,,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english."
sos-expat-editorial-visual-global-english-landscape-003.webp,images/en/global/sos-expat-editorial-visual-global-english-landscape-003.webp,en,,,,,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english."
sos-expat-editorial-visual-global-english-landscape-004.webp,images/en/global/sos-expat-editorial-visual-global-english-landscape-004.webp,en,,,,,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english."
sos-expat-editorial-visual-global-english-landscape-005.webp,images/en/global/sos-expat-editorial-visual-global-english-landscape-005.webp,en,,,,,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english."
sos-expat-editorial-visual-global-english-landscape-006.webp,images/en/global/sos-expat-editorial-visual-global-english-landscape-006.webp,en,,,,,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english."
sos-expat-editorial-visual-global-english-landscape-007.webp,images/en/global/sos-expat-editorial-visual-global-english-landscape-007.webp,en,,,,,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english."
sos-expat-editorial-visual-global-english-landscape-008.webp,images/en/global/sos-expat-editorial-visual-global-english-landscape-008.webp,en,,,,,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english."
sos-expat-editorial-visual-global-english-landscape-009.webp,images/en/global/sos-expat-editorial-visual-global-english-landscape-009.webp,en,,,,,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english."
